 0.99000 -0.004457143
 0.98000 -0.001485714
 0.97000  0.001485714
 0.96000  0.004342857
 0.95000  0.007085714
 0.94000  0.009828571
 0.93000  0.012457143
 0.92000  0.015085714
 0.91000  0.0176
 0.90000  0.020114286
 0.89000  0.022514286
 0.88000  0.024914286
 0.87000  0.0272
 0.86000  0.029485714
 0.85000  0.031771429
 0.84000  0.033942857
 0.83000  0.036114286
 0.82000  0.038171429
 0.81000  0.040228571
 0.80000  0.042285714
 0.79000  0.044228571
 0.78000  0.046171429
 0.77000  0.048
 0.76000  0.049828571
 0.75000  0.051542857
 0.74000  0.053257143
 0.73000  0.054971429
 0.72000  0.056571429
 0.71000  0.058171429
 0.70000  0.059657143
 0.69000  0.061142857
 0.68000  0.062514286
 0.67000  0.063885714
 0.66000  0.065142857
 0.65000  0.0664
 0.64000  0.067542857
 0.63000  0.068685714
 0.62000  0.069714286
 0.61000  0.070628571
 0.60000  0.071542857
 0.59000  0.072342857
 0.58000  0.073142857
 0.57000  0.073942857
 0.56000  0.074628571
 0.55000  0.075314286
 0.54000  0.075885714
 0.53000  0.076457143
 0.52000  0.076914286
 0.51000  0.077371429
 0.50000  0.077828571
 0.49000  0.078171429
 0.48000  0.078514286
 0.47000  0.078857143
 0.46000  0.079085714
 0.45000  0.079314286
 0.44000  0.079542857
 0.43000  0.079771429
 0.42000  0.079885714
 0.41000  0.08
 0.40000  0.080114286
 0.39000  0.080114286
 0.38000  0.080114286
 0.37000  0.080114286
 0.36000  0.08
 0.35000  0.079885714
 0.34000  0.079771429
 0.33000  0.079542857
 0.32000  0.079314286
 0.31000  0.079085714
 0.30000  0.078742857
 0.29000  0.0784
 0.28000  0.077942857
 0.27000  0.077485714
 0.26000  0.076914286
 0.25000  0.076342857
 0.24000  0.075771429
 0.23000  0.075085714
 0.22000  0.0744
 0.21000  0.0736
 0.20000  0.0728
 0.19000  0.071885714
 0.18000  0.070971429
 0.17000  0.069942857
 0.16000  0.0688
 0.15000  0.067542857
 0.14000  0.066285714
 0.13000  0.064914286
 0.12000  0.063428571
 0.11000  0.061828571
 0.10000  0.06
 0.09000  0.058057143
 0.08000  0.055885714
 0.07000  0.053485714
 0.06000  0.050857143
 0.05000  0.047771429
 0.04000  0.044228571
 0.03000  0.039885714
 0.02000  0.034057143
 0.01000  0.025714286
 0.00500  0.018971429
 0.00200  0.012342857
 0.00000 0
 0.00200 -0.012342857
 0.00500 -0.018971429
 0.01000 -0.025714286
 0.02000 -0.034057143
 0.03000 -0.039885714
 0.04000 -0.044342857
 0.05000 -0.047885714
 0.06000 -0.050971429
 0.07000 -0.0536
 0.08000 -0.056
 0.09000 -0.058171429
 0.10000 -0.060114286
 0.11000 -0.061942857
 0.12000 -0.063657143
 0.13000 -0.065142857
 0.14000 -0.066514286
 0.15000 -0.067885714
 0.16000 -0.069142857
 0.17000 -0.070285714
 0.18000 -0.071314286
 0.19000 -0.072342857
 0.20000 -0.073257143
 0.21000 -0.074057143
 0.22000 -0.074857143
 0.23000 -0.075542857
 0.24000 -0.076228571
 0.25000 -0.0768
 0.26000 -0.077371429
 0.27000 -0.077828571
 0.28000 -0.078285714
 0.29000 -0.078628571
 0.30000 -0.078971429
 0.31000 -0.0792
 0.32000 -0.079428571
 0.33000 -0.079657143
 0.34000 -0.079771429
 0.35000 -0.079885714
 0.36000 -0.079885714
 0.37000 -0.079771429
 0.38000 -0.079657143
 0.39000 -0.079542857
 0.40000 -0.079314286
 0.41000 -0.079085714
 0.42000 -0.078742857
 0.43000 -0.0784
 0.44000 -0.077942857
 0.45000 -0.077371429
 0.46000 -0.0768
 0.47000 -0.076114286
 0.48000 -0.075314286
 0.49000 -0.0744
 0.50000 -0.073371429
 0.51000 -0.072228571
 0.52000 -0.071085714
 0.53000 -0.069828571
 0.54000 -0.068457143
 0.55000 -0.066971429
 0.56000 -0.065371429
 0.57000 -0.063657143
 0.58000 -0.061828571
 0.59000 -0.06
 0.60000 -0.058057143
 0.61000 -0.056114286
 0.62000 -0.054057143
 0.63000 -0.052
 0.64000 -0.049828571
 0.65000 -0.047657143
 0.66000 -0.045371429
 0.67000 -0.043085714
 0.68000 -0.040685714
 0.69000 -0.0384
 0.70000 -0.036
 0.71000 -0.0336
 0.72000 -0.031314286
 0.73000 -0.028914286
 0.74000 -0.026628571
 0.75000 -0.024342857
 0.76000 -0.022057143
 0.77000 -0.019885714
 0.78000 -0.017714286
 0.79000 -0.015657143
 0.80000 -0.0136
 0.81000 -0.011657143
 0.82000 -0.009828571
 0.83000 -0.008228571
 0.84000 -0.006742857
 0.85000 -0.005371429
 0.86000 -0.004228571
 0.87000 -0.003314286
 0.88000 -0.002628571
 0.89000 -0.002171429
 0.90000 -0.001942857
 0.91000 -0.001942857
 0.92000 -0.002171429
 0.93000 -0.002742857
 0.94000 -0.003542857
 0.95000 -0.004685714
 0.96000 -0.006171429
 0.97000 -0.007885714
 0.98000 -0.009942857
 0.99000 -0.012342857
 1.00000 -0.015085714
