2859.882568	93.223228
2779.148193	348.776947
2696.870361	603.851501
2614.592529	858.926025
2532.314697	1114.000488
2450.036865	1369.075073
2367.759033	1624.149536
2285.481201	1879.224121
2203.203369	2134.298584
2120.925537	2389.373047
2023.526123	2638.891602
1896.893921	2874.922119
1742.858398	3094.054932
1563.644897	3293.124268
1361.842407	3469.254395
1140.366089	3619.901123
902.415588	3742.887451
651.428467	3836.437256
391.030518	3899.198975
124.983589	3930.265869
-142.868896	3929.188965
-408.65744	3895.984131
-668.542358	3831.130859
-918.769226	3735.566162
-1155.723267	3610.67041
-1375.981201	3458.248291
-1576.361084	3280.501221
-1753.968262	3079.997314
-1906.236938	2859.633057
-2030.967285	2622.592041
-2126.42627	2372.320557
-2208.704102	2117.246094
-2290.981934	1862.171509
-2373.259766	1607.097046
-2455.537598	1352.022461
-2537.81543	1096.947998
-2620.093262	841.873474
-2702.371094	586.79895
-2784.648926	331.724396
-2864.766357	75.98391
-2925.324707	-185.00798
-2962.156494	-450.389801
-2974.962891	-718.009094
-2963.640137	-985.695251
-2928.279785	-1251.2771
-2869.168945	-1512.600708
-2786.787109	-1767.546387
-2681.802246	-2014.046387
-2555.065918	-2250.101318
-2407.605957	-2473.796875
-2240.618408	-2683.318359
-2055.458008	-2876.966553
-1853.626099	-3053.171143
-1636.759888	-3210.502197
-1406.618286	-3347.684326
-1165.067993	-3463.604736
-914.067993	-3557.322998
-655.654297	-3628.079346
-391.922729	-3675.299561
-125.012383	-3698.600586
142.911926	-3697.793701
409.677094	-3672.885498
673.119507	-3624.077881
931.102356	-3551.766602
1181.533325	-3456.538086
1422.381104	-3339.165039
1651.692261	-3200.599365
1867.606934	-3041.964844
2068.374023	-2864.548096
2252.364746	-2669.788086
2418.087402	-2459.264648
2564.197266	-2234.685059
2689.509766	-1997.871094
2793.008057	-1750.743286
2873.853027	-1495.30603
2931.388916	-1233.631226
2965.148926	-967.841187
2974.859131	-700.091675
2960.441162	-432.554382
2922.011963	-167.3992
